"_time","src_ip","dest_ip","alert.signature","alert.category"
"2016-08-11T03:20:10.663+0530","40.80.148.42","192.168.250.70","ET WEB_SERVER Script tag in URI, Possible Cross Site Scripting Attempt","Web Application Attack"
"2016-08-11T03:20:10.005+0530","40.80.148.42","192.168.250.70","ET WEB_SERVER Script tag in URI, Possible Cross Site Scripting Attempt","Web Application Attack"
"2016-08-11T03:20:09.455+0530","40.80.148.42","192.168.250.70","ET WEB_SERVER Script tag in URI, Possible Cross Site Scripting Attempt","Web Application Attack"
"2016-08-11T03:20:08.782+0530","40.80.148.42","192.168.250.70","ET WEB_SERVER Script tag in URI, Possible Cross Site Scripting Attempt","Web Application Attack"
"2016-08-11T03:20:08.175+0530","40.80.148.42","192.168.250.70","ET WEB_SERVER Script tag in URI, Possible Cross Site Scripting Attempt","Web Application Attack"
"2016-08-11T03:20:06.374+0530","40.80.148.42","192.168.250.70","ET WEB_SERVER Script tag in URI, Possible Cross Site Scripting Attempt","Web Application Attack"
"2016-08-11T03:20:06.075+0530","40.80.148.42","192.168.250.70","ET WEB_SERVER SQL Injection Select Sleep Time Delay","Web Application Attack"
"2016-08-11T03:20:06.075+0530","40.80.148.42","192.168.250.70","ET WEB_SERVER Possible SQL Injection Attempt SELECT FROM","Web Application Attack"
"2016-08-11T03:20:05.550+0530","40.80.148.42","192.168.250.70","ET WEB_SERVER Onmouseover= in URI - Likely Cross Site Scripting Attempt","Web Application Attack"
"2016-08-11T03:20:05.186+0530","40.80.148.42","192.168.250.70","ET WEB_SERVER Script tag in URI, Possible Cross Site Scripting Attempt","Web Application Attack"
"2016-08-11T03:20:02.966+0530","40.80.148.42","192.168.250.70","ET WEB_SERVER Onmouseover= in URI - Likely Cross Site Scripting Attempt","Web Application Attack"
"2016-08-11T03:20:02.725+0530","40.80.148.42","192.168.250.70","ET WEB_SERVER Script tag in URI, Possible Cross Site Scripting Attempt","Web Application Attack"
"2016-08-11T03:20:01.503+0530","40.80.148.42","192.168.250.70","ET WEB_SERVER Script tag in URI, Possible Cross Site Scripting Attempt","Web Application Attack"
"2016-08-11T03:20:00.336+0530","40.80.148.42","192.168.250.70","ET WEB_SERVER Onmouseover= in URI - Likely Cross Site Scripting Attempt","Web Application Attack"
"2016-08-11T03:19:53.616+0530","40.80.148.42","192.168.250.70","ET WEB_SERVER Script tag in URI, Possible Cross Site Scripting Attempt","Web Application Attack"
"2016-08-11T03:19:52.269+0530","40.80.148.42","192.168.250.70","ET WEB_SERVER Script tag in URI, Possible Cross Site Scripting Attempt","Web Application Attack"
"2016-08-11T03:19:50.942+0530","40.80.148.42","192.168.250.70","ET WEB_SERVER Script tag in URI, Possible Cross Site Scripting Attempt","Web Application Attack"
"2016-08-11T03:19:48.351+0530","40.80.148.42","192.168.250.70","ET WEB_SERVER Onmouseover= in URI - Likely Cross Site Scripting Attempt","Web Application Attack"
"2016-08-11T03:19:47.964+0530","40.80.148.42","192.168.250.70","ET WEB_SERVER SQL Injection Select Sleep Time Delay","Web Application Attack"
"2016-08-11T03:19:47.964+0530","40.80.148.42","192.168.250.70","ET WEB_SERVER Possible SQL Injection Attempt SELECT FROM","Web Application Attack"
"2016-08-11T03:19:45.765+0530","40.80.148.42","192.168.250.70","ET WEB_SERVER Onmouseover= in URI - Likely Cross Site Scripting Attempt","Web Application Attack"
"2016-08-11T03:19:43.089+0530","40.80.148.42","192.168.250.70","ET WEB_SERVER Onmouseover= in URI - Likely Cross Site Scripting Attempt","Web Application Attack"
"2016-08-11T03:19:41.836+0530","40.80.148.42","192.168.250.70","ET WEB_SERVER Script tag in URI, Possible Cross Site Scripting Attempt","Web Application Attack"
"2016-08-11T03:19:36.662+0530","40.80.148.42","192.168.250.70","ET WEB_SERVER Script tag in URI, Possible Cross Site Scripting Attempt","Web Application Attack"
"2016-08-11T03:19:35.594+0530","40.80.148.42","192.168.250.70","ET WEB_SERVER SQL Injection Select Sleep Time Delay","Web Application Attack"
"2016-08-11T03:19:35.594+0530","40.80.148.42","192.168.250.70","ET WEB_SERVER Possible SQL Injection Attempt SELECT FROM","Web Application Attack"
"2016-08-11T03:19:35.515+0530","40.80.148.42","192.168.250.70","ET WEB_SERVER Script tag in URI, Possible Cross Site Scripting Attempt","Web Application Attack"
"2016-08-11T03:19:35.322+0530","40.80.148.42","192.168.250.70","ET WEB_SERVER Script tag in URI, Possible Cross Site Scripting Attempt","Web Application Attack"
"2016-08-11T03:19:34.097+0530","40.80.148.42","192.168.250.70","ET WEB_SERVER Script tag in URI, Possible Cross Site Scripting Attempt","Web Application Attack"
"2016-08-11T03:19:34.027+0530","40.80.148.42","192.168.250.70","ET WEB_SERVER Script tag in URI, Possible Cross Site Scripting Attempt","Web Application Attack"
"2016-08-11T03:19:32.770+0530","40.80.148.42","192.168.250.70","ET WEB_SERVER Script tag in URI, Possible Cross Site Scripting Attempt","Web Application Attack"
